ヤフーとLINE、どちらが高い？国内IT企業の平均年収ランキング2019【トップ50社】,"
　ヤフーとLINEが経営統合を正式に発表した。IT業界が激変期を迎える中、「国内IT企業の平均年収ランキング」を作成した。ヤフー、LINEは40位以内。楽天は年収が720万円で、ディー・エヌ・エーは767万円だった。

●　対GAFAで再編含みの激変期突入！ ZOZO買収のヤフーがLINEと統合

　ヤフーを傘下に持つZホールディングス（HD）とLINEは11月18日、経営統合する計画を正式に発表した。米国の巨大IT（情報技術）企業であるGAFA（グーグル、アップル、フェイスブック、アマゾン・ドット・コム）に対抗して、国内での生き残りを図る狙いがある。

　ZHDとLINEは2020年10月までに経営統合する。ZHD（当時はヤフー。ヤフーは10月1日に持ち株会社制に移行し、社名をZHDに変えた）は9月に、衣料品インターネット通販「ZOZOTOWN」を運営するZOZO買収を発表したばかりだった。

　ZHDとLINEの経営統合が表面化した直後の11月14日、競合する楽天の株価が一時、大幅安となった。ZHDの19年3月期の連結売上高は9547億円で、LINEは2071億円（18年12月期）。2社を合算すると1兆1618億円で、楽天（18年12月期で1兆1014億円）を超える規模になる。

　これから国内のIT業界は、さらなる再編も視野に入れた激変期を迎えそうだ。

　そこで今回は、上場している情報・通信業種（ただし放送局、映画関連企業は除く）を対象に「国内IT企業の平均年収ランキング」を作成した。決算期は18年4月期～19年3月期。

　なお、業種は異なるが、一般的に有力IT企業とされる楽天、ディー・エヌ・エー、サイバーエージェント、クックパッド、カカクコム、ミクシィ、ぐるなび（以上はサービス業）と、ZOZO（小売業）も対象に加えている。また、単体の従業員数が100人未満の企業は除外した。

　それでは早速、確認していこう。

　1位は、ソフトバンクグループで1253万円。2位は、野村総合研究所で1221万円だった。

　3位は、ワープロソフト「一太郎」で知られるジャストシステムで970万円。同社はタブレット端末を使った小中学生向けの通信教育「スマイルゼミ」が好調で、会員数を伸ばしている。",ダイヤモンド・オンライン,ソフトバンク
通信モジュールの動向で悲喜こもごもとなった「契約純増数」,"
　携帯キャリア各社の2019年7～9月期決算が5日までに出揃った。今回から、3社の主要数値を比較していく。まずは契約純増数に焦点を当てる。【この記事に関する別の画像を見る】■通信モジュールに救われたNTTドコモ、足を引っぱられたソフトバンク

　2019年9月末時点における各社の累計契約数は、NTTドコモが7920.3万（前四半期比30.7万増）、KDDIが5727.9万（同91.1万増）、ソフトバンクが4479.0万（同1.8万増）となった。ソフトバンクの純増数は、純減だった2017年4～6月期以来、約2年ぶりに10万の大台を下回っている。

　次に、純増数の中身に踏み込むため、通信モジュール契約などを除外しスマートフォンを中心とした契約数に絞り込んだ状況を見てみたい。

　すると、さきほどのグラフとは大きく様相が異なる。

　ソフトバンクは、スマートフォンや従来型携帯電話、タブレットなどの「主要回線」が54.9万増を記録した。四半期ベースでみると、この数字は2014年度以降で最大となっており、好調さが浮き彫りとなった。総契約ベースでの純増数が1.8万増にとどまったのは、通信モジュール等が45.2万の大幅減で足を引っぱったことによる。

　一方のNTTドコモは、通信モジュールの増加分（47.7万）を差し引けば、契約数は実質的に純減だったと言える。4～6月期も1.3万増にとどまっており、ここにきてブレーキがかかっている。解約率に大きな変動がなかったことから、新規獲得の不調または（ドコモブランドの解約率には含まれない）ドコモ網MVNOの減少が影響したとみられる。同社は2020年3月末時点の契約数計画を、当初の7950万から8000万へ50万引き上げたが、これも「モジュールの貢献が大きい」（吉澤社長）とのことだ。

　ソフトバンクの数字にはY!mobileやLINEモバイルが含まれており、数値の単純比較はできないものの、両社の数字は明暗が分かれた。

　なお、グラフ内でKDDIは19年度以降を空欄としている。これは、同社が19年度から個人向け（パーソナルセグメント）の動向については「契約者数」に開示を一本化していることによる。au契約者数は9月末時点で2441.0万人、前四半期比5.3万減だった。MVNOの契約数を加えた「モバイルID数」は、同6.5万増の2709.0万となっている。",Impress Watch,ソフトバンク
LTE対応モバイルノートのススメ,"
　最近、薄型のノートPCや2in1 PCなど持ち運びが容易なPCにおいて「LTE対応」をウリにしているモデルが増えている。【この記事に関する別の画像を見る】　文字どおり「LTE対応」を謳うPCは、携帯電話事業者が提供するネットワークに接続し、移動中でもインターネット利用できるため、場所にとらわれず好きな場所で作業をしたい人にとっては魅力的な選択肢であることは間違いないだろう。

　「テレワーク」や「ノマド」など、オフィスにとらわれず好きな場所で仕事をすることを認めることも流行で、その際のPCの利便性を高めてくれるという点でも注目の機能といえる。

　筆者自身もフリーランスであり、特定の場所にとらわれることなく仕事をしている。発表会など外に取材に出ると始まるまでの時間や、予定と予定の間の時間は作業に充てたい時間であり、この際に活躍するのはノートPCだ。

　今まででもモバイルWi-Fiルーターやスマートフォンのテザリングを利用してネットに繋ぐことはできたが、同じような使い方をする記者の集まる場では混信してしまい接続が不安定になることにストレスを感じていた。

　また、日中の都市部の「Wi-Fiが使えるカフェ」は同じ目的で利用している人も多く座席が確保できないことも多い。

　そこで白羽の矢を立て、約2年半前にLTE対応のノートPCを購入。ノートPC単体でインターネットに繋がる利便性はかなり高く、購入して以降はWi-Fiに繋がりづらいストレスや、Wi-Fiを使える場所を探すストレスから解放された。

　モバイルWi-Fiルーターを持ち歩かない=忘れても平気なことは心理的にも楽と言えるし、スマートフォン側の料金プランもテザリング利用を前提とした大容量データプランや利用するためのオプションサービス代が浮いた。買い増ししたPCも購入時にLTE対応モデルに絞ってから選んだほどだ。

　これだけ便利だと周りでモバイルノートPCなどを買うさいにはすすめることも多く、またPCの買い換えを検討している人からLTE対応PC「設定方法」や「毎月の料金」についての質問を受けることも多い。

　そこで、今回はLTE対応PCを検討するにあたり、こうした質問への回答をまとめてご紹介していく。

■選び方は「SIMフリースマホと同じ」

　「LTE対応のPC」と考えると新しいものに感じるが「SIMフリーのデバイス」と考えると馴染み深いという人も多いのではないだろうか。

　LTE対応を謳うPCの多くは国内の携帯電話事業者であるNTTドコモ、au、SoftBankの3社のSIMカード・ネットワークに対応している。

　例外的に特定の事業者で使えないものがあるかもしれないが、LTE対応を謳うPCであれば製品ページに「利用できる事業者」や「対応バンド」が掲載されているため、SIMフリースマートフォンを選ぶさいと同様に「使いたい携帯電話事業者」が、欲しい機種で利用できるかだけ確認すれば問題ない。

　また、ハードウェアとして気にするべき点は「SIMカードのサイズ」にも注意したい。

　筆者は現在、「ThinkPad X1 Carbon(2017)」と「Surface Go LTE Advenced」の2台のLTE対応PCを使用している。ThinkPad X1 Carbonは「microSIMカード」に、Surface Go LTE Advencedは「nanoSIMカード」と機種によってSIMカードのサイズが違う。このあたりもスマートフォンを選ぶさい、対応するSIMカードサイズを気にしないのと同じといえる。

　LTE対応PCを選ぶときは、上記にだけ気をつけ、後はCPUやメモリといったPCとしての性能を気にして好みの1台を選べばいい。

■設定も「SIMフリースマホと同じ」

　続いてLTE搭載PCの設定について。

　これもSIMフリースマートフォンに、用意したSIMカードを設定する場合と行なうことは同じだ。

手順としては

　Windowsの設定→ネットワークとインターネット

の順に画面を進めていく。

　LTE搭載PCであれば左の項目に「携帯電話」が表示されるので、ここを選んで右画面の「詳細オプション」を選ぶと、より細かな設定やプロパティを確認する画面へ進むことができる。

　SIMフリースマートフォンであれば「接続情報」として入力を行なう「APN」の追加も、この進んだ先の画面に用意されている。

　「APNを追加する」を押した後は、用意したSIMカードのマニュアルや契約の控えのメール、事業者のWebサイトに入力すべきAPN情報がまとまっているため、それを入力すればLTE搭載PCで、携帯電話ネットワークに接続されインターネットの利用が可能になる。

　先にも書いたとおり「LTE搭載PC」と聞くと、まったく新しいものに触れるように感じるが、選び方や設定方法は画面こそ違えど「どの会社で利用できるか」、「どのサイズのSIMカードが対応するか」と「APN情報を入力する」だけであり、SIMフリースマートフォンを選ぶときに気にすること、設定を行なうこととそう変わらないことは理解頂けたはずだ。

■気になる毎月の料金

　LTE対応PCの選び方や設定方法はわかった。

　次に気になるのは毎月の料金。これもSIMフリーであるメリットを活かし、通信速度や月間に利用できるデータ量から、用途と予算に合わせ好きなものを選んで利用できる。

　LTE搭載PCは通話はできないため、格安SIMと呼ばれる安価な通信サービスの中でも、さらに料金の安いプランや拘束期間の緩いプランから選んでいくのがいいだろう。

　筆者もいくつかの大手携帯電話会社、格安SIMを契約しているなかで、LTE搭載PCに挿しているSIMカードがUQ mobileの「データ高速プラン」だ。

　月額980円と安価で月間3GBまでのデータ通信が可能なので、急ぎで重たい写真を送りたいといった場合でも、通信速度に不満なく利用することができる。

　スマートフォンのようにLTE回線で動画を移動中に視聴するといった用途がなければ、多くの人は月間の高速通信は3GBもあれば足りるはずだ。

　もし3GBを超えるデータ容量を選びたい場合、楽天モバイルやIIJmioの格安SIMもLTE搭載PCに組み合わせる通信サービスとして人気が高い。5～6GBと、3GBプランのほぼ倍となる容量が使えて料金は1,500円程度と、料金までは倍にならないのもお買得度を感じるSIMカードとして検討するといいだろう。

　LTE搭載PCを買った場合、とにかく外で使い倒したいと考えているユーザーであれば月間のデータ容量に制限がないサービスや、従来の格安SIMにはなかった大容量を謳うサービスを選んでみてもいいだろう。

　上記のChat WiFi-SIMは月間に100GBまでは速度制限なしで利用できる格安SIMで、料金も2,980円と大容量の格安SIMとしては破格といえる。

■臨機応変に選べるデータSIMの契約

　ここまでに紹介したLTE搭載PCで使えるSIMカードはどれも「月額」での契約(ポストペイド)となる。

　日常的に使い続けるのであればこれでも十分だが、一時的に使いたいという場合や、通信コストまで含め稟議を通さないとLTE対応PCを購入できないケースもあるだろう。

　たとえばVAIOが提供する「VAIOオリジナル SIM」は有効期限が設けられた買い切り式のSIMカードだ。

　1年間から3年間の期限が設けられており、購入時に期間分の料金を先払いするプリペイド式のサービスとなっている。

　最初に支払う金額として考えると高く見えるが、1カ月あたりで見ればどれも毎月1,000円ほどとここまでに紹介した月額契約のSIMカードと、そこまでコストに差はない。

　先にも書いたとおり、LTE搭載PCと通信料を足したコストで稟議を通さないといけないような場合は、こうしたプリペイドサービスを選ぶこともできる。

　また、Surface ProのLTEモデルなど、一部のLTE搭載PCは「eSIM」に対応している。

　たとえば物理的なSIMカードには月額契約のSIMカードを取り付けつつ、海外渡航時など一時的に現地の通信サービスを利用したい場合に、プリペイド契約として数日間の有効期限のある契約を利用できるようにするといったことが可能だ。

　また、eSIMに対応したLTE搭載PCは、Windowsの設定やMicrosoft Storeを介して簡単にデータプランの契約や容量の追加を行なうこともできる。

　急な外出で一時的に単体で通信を行ないたいといったニーズに応えることもできるため、今後eSIMに対応するモバイルPCや2in1 PCが増えてくれば、利便性はより大きく向上するのではないだろうか。

　冒頭にも書いたとおり、筆者自身LTE搭載PCを手にしてからその便利さに病みつきになり手放せないものになっている。

　Windows 7のサポート期間が切れるなど、これからPCの買い換えを検討するさいに、持ち出すことがある1台を選ぶのであれば、LTE搭載PCを検討してみてはいかがだろうか。",Impress Watch,ソフトバンク
ヤフーとLINE、統合の裏に「GAFAに負けっぱなし」への危機感　世界で勝つ戦略とは？,"
　国内ネット業界の勢力図を大きく変えうる取引がついに実現した。ヤフーを傘下に持つZホールディングス（HD）とLINEは11月18日、経営統合について基本合意した。「GAFA」（Google、Amazon、Facebook、Apple）、「BAT」（Baidu、Alibaba、Tencent）と呼ばれる米中のIT大手に対し、日本企業が後塵（こうじん）を拝している状況を変えるべく、日本を代表するネット企業として世界に打って出るという。【図】経営統合のスケジュール　ZHDの川邊健太郎社長は同日開いた会見で「日本、アジアから世界をリードするAIテックカンパニーを目指す」と繰り返し強調した。ただ、「PayPay」「LINE Pay」といった両社のサービス統合を含めた戦略は未定で、経営統合が完了する2020年10月以降に検討する。",ITmedia NEWS,ソフトバンク
"
ヤフー運営会社とＬＩＮＥが会見、経営統合へ","
　ヤフーを運営するＺホールディングスと無料通信アプリのＬＩＮＥは会見を開き、経営統合によって「世界をリードするＡＩテックカンパニーを目指していく」と強調しました。

　「互いの手を取り合って、さらなる高みを目指していこうという非常に大きな決断をしました」（ＬＩＮＥ 出澤 剛 社長）

　「最強のワンチームを目指していきたいと考えている」（Ｚホールディングス 川邊健太郎 社長）

　両社は今後、１２月をめどに最終契約を結び、来年１０月までに統合の完了を目指すということです。

　「孫さんにこのような趣旨で統合したいと考えていますと話したところ、１００％賛成であると」（Ｚホールディングス 川邊健太郎 社長）

　また、ソフトバンクグループの孫正義会長は、経営統合について説明した際に「日本やアジアのためスピーディーにやるべきである」と賛成したということです。（18日20:47）    ",TBS News i,ソフトバンク
2画面スマホはゲーマーにこそマッチする！ 「LG G8X ThinQ」をさわってみた,"
　ゲーマーであれば、スマートフォンを2台持っている人もいるだろう。1台はゲーム専用にして、もう1台は連絡用。1台はゲームをプレイして、もう1台でWEBブラウジングを楽しむ。1台でゲームをプレイして、もう1台で動画を視聴する。1台でゲームをプレイして、もう1台でもゲームをプレイする……。2台持ちにすると、さまざまなメリットが思い浮かぶ。【この記事に関する別の画像を見る】　そのさまざまなメリットを""1台""で体験できてしまうのが、「LG G8X ThinQ」だ。

　「LG G8X ThinQ」は、折りたたみ式の2画面スマートフォンで、それぞれの画面には別々のアプリを起動することができる。そのため、1つのスマートフォンで2つのゲームを同時にプレイできるといった先に記載した使い方ができるほか、1つの画面をゲームにし、もう1つの画面をゲームパッドにするといった2画面ならではの使い方もできるのだ。

　そんな「LG G8X ThinQ」。ここまでべた褒め的に紹介してたものの、実際に使ってみてどうなのか。発売前にじっくりと端末に触れることができたので、その感触をお伝えしたい。

　なお、発売時期は12月上旬以降で価格は未定。ソフトバンクのみでの販売となる。

■アタッチメント不要！ ゲームパッドで快適なゲームプレイ

　スマートフォンにゲームパッドを取り付けるアタッチメントはすでにいくつも販売されているが、「LG G8X ThinQ」にそれは不要だ。「LG G8X ThinQ」には、1画面にゲーム画面を表示し、もう1画面をゲームパッドとして使うという2画面の良さを活かした機能が搭載されているからだ。

　実際のところどれほど便利になるのか、ゲームパッドがあれば嬉しいゲームの代表として、FPSより「Call of Duty: Mobile（以下、CoD：モバイル）」をプレイしてみた。FPSは敵の位置を確認するためにも視界を広く使いたいので、ゲーム画面に指がかぶらなくなるゲームパッドとの相性が良い。

　ゲーム中は、ホームボタンの左にあるゲームパッドのようなボタンを押すことで、もう1画面にゲームパッドを起動できる。

　ゲームパッドには、コンソールゲーム向けのスタイルやレーシングゲームのスタイル、アーケードゲーム向けのスタイルなど、さまざまなスタイルが用意されている。ゲームジャンルに合わせて使いやすいゲームパッドを選べるが、この用意されたスタイルは、ハードウェアゲームパッドをサポートしているゲームでしか使用できない。そのため、「CoD：モバイル」では使えなかった。

　しかし、ゲームパッドのスタイルを自由にカスタマイズできるモードも用意されている。ボタンをタップ式かスライド式か選択し、ボタンの位置と、そのボタンを押すとタップする場所を決められる。たとえデフォルトで用意されたゲームパッドがサポートされていないゲームであっても、自分なりにカスタマイズしたゲームパッドでプレイ可能だ。

　実際にゲームパッドを使用してみたが、やはり1画面でプレイするよりも操作性は向上している。簡単かつ自由にカスタマイズできる機能も使い勝手がいい。ただ、結局はスマートフォン上に表示されたボタンを押しているだけにすぎないので、実物のボタンを押すことのできるアタッチメントの操作性と比べれば少し劣る。それでも、アタッチメントを持ち歩かなくても、装着しなくても、スマートフォン1台でゲームパッドを使える点は大きい。いつでもどこでも気軽にゲームを楽しめるというスマホゲームならではの利点を損なわず、プレイの操作性を支えてくれる。

■組み合わせは無限大！ マルチタスクで時間を有効に使える

　1画面のスマートフォンであれば、基本的にはゲームをプレイしている間に他のアプリを起動できない。しかし、2画面スマートフォンの「LG G8X ThinQ」であればそれが可能になる。1画面でゲームをプレイしつつ、もう1画面で動画を視聴したり、攻略情報を調べたり、LINEで連絡したり、はたまた2画面で別々のゲームをプレイしたりと、マルチタスクでさまざまなシチュエーションに対応できる。

　筆者は映画が好きなので、動画配信サイトを観ながらゲームを楽しむのに使えた。ほかにも、オートモードが搭載されているゲームと、プレイにつきっきりになるゲームを組み合わせて時間を有効活用したり、位置情報ゲームの「Pokémon GO（ポケモンGO）」と「ドラゴンクエストウォーク」を組み合わせたりと、なかなか実用的だ。

　また、単純にWEBブラウジングで2画面使ってもいいし、SNSと組み合わせてもいい。なにしろどのアプリでも組み合わせられるのだから、可能性はまさに無限大だ。

　2画面スマートフォンは、ユーザーによってさまざまな使い方が見いだされるだろう。まだまだニッチな商品だが、ゲーマーにとってはスタンダードな選択になってもおかしくないのではと思えた。当たり前のことだが、スマートフォンは、連絡にもWEB検索にも動画視聴にも、非常に多くのことに使えるツールだ。ゲームに画面を占領されやすいゲーマーにとってみれば、マルチタスクできる2画面スマートフォンは非常にマッチしていると思う。

　また、バッテリー容量は4,000mAhとかなり多め。さすがに2画面でゲームし続けていれば消費は激しいが、出先のちょっとした空き時間に使うには問題ない。

　ただ、2画面になっている分、重さは感じる。両手で使うにはあまり問題ないが、片手だと少し使いづらい。購入を考える方は、1度店頭で手にとって見たほうがいいだろう。

© 2009-2019 LG Electronics. All Rights Reserved",Impress Watch,ソフトバンク
﻿title,content,media,keyword
〔東京株式〕3日ぶり反落＝利益確定売り優勢（19日）☆差替,"
　【第1部】円相場の上昇で利益確定売りがかさみ、日経平均株価は前日比124円11銭安の2万3292円65銭、東証株価指数（TOPIX）は3．99ポイント安の1696．73と、ともに3営業日ぶりに反落した。中国株高に下げ渋る場面もあったが、米中貿易協議を見極めようとして積極的な買いは手控えられた。
　銘柄の54％が値下がりし、値上がりは41％。出来高は12億408万株、売買代金が1兆9674億円。
　業種別株価指数（33業種）は、鉱業、非鉄金属、ゴム製品の下落が目立ち、医薬品、不動産業、その他金融業などは上昇した。
　個別銘柄では、国際帝石、住友鉱が安く、ブリヂストンは軟調。ソフトバンクGが値を下げ、ZHDは急落した。ソニー、東エレクが下押し、太陽誘電、SUMCOも大幅安で、トヨタはさえない。ファーストリテが下落した。半面、田辺三菱がストップ高で、エーザイも上伸し、武田や資生堂は底堅い。菱地所が値を上げ、JPXはしっかり。任天堂、リクルートHDが締まった。
　【第2部】反落。東芝が売られ、音通、アルチザも値を下げた。半面、REVOLUTIは買われた。出来高1億1075万株。
　▽上値重く
　19日の東京株式市場で、日経平均株価は反落した。下げ幅を前日比170円超に広げた後にいったん戻り足を速めたが、再び押し返された。売り圧力の強さが確認され、「当面は上値が重くなる」（大手証券）との声が上がっていた。
　米中貿易協議は第1段階の合意に向けて、「建設的な議論をしている」との報道がある一方、「中国側は悲観的」とも伝わり、情報は錯綜（さくそう）している。市場で支配的だった楽観ムードが後退する形となり、利益確定売りが広がった。
　日経平均は10月上旬以降ほぼ一本調子で上伸し、年初来高値圏で推移。一段の上値を追うには材料不足の中で先行き不透明要因が浮上すれば、売りが出やすくなる。しばらくは好材料が出た個別株で、「幕あいをつなぐのが得策」（中堅証券）になりそうだ。
　225先物12月きりも、甘い。株価指数オプション取引は、プットが締まり、コールは軟化した。",時事通信,ソフトバンク
ヤフー・LINE「ワンチームつくりたい」経営統合の勝算は,"
「日本、アジアから世界をリードする『ＡＩテックカンパニー』になりたい！」

　検索サービス「ヤフー」を展開する「Ｚホールディングス」（ＺＨＤ）と無料通信アプリ「ＬＩＮＥ」が１８日、経営統合の合意を正式に発表した。ＺＨＤの川辺健太郎、ＬＩＮＥの出沢剛両社長による会見が都内で開かれ、米中の巨大ＩＴ企業に対抗する“第三極”となると意気込んでいたのだが、果たして勝算はあるのか。

　統合によってグループ全体で２万人の社員を抱えることになることを受け、両社長はそろって「ワンチームをつくっていきたい」と強調。互いの利用者やサービス、人材などの分野で相乗効果が生まれると力説していたものの、具体的な内容については語られなかった。

　経営統合はＺＨＤの親会社である「ソフトバンク」と、ＬＩＮＥの親会社である韓国大手ＩＴ「ネイバー」が折半出資した新会社の傘下にＺＨＤが収まり、その下にヤフーとＬＩＮＥが“兄弟会社”として並ぶという。公取委審査を経て、来年１０月に完了する予定だ。「世界をリードする！」とブチ上げるのは結構なのだが、気になるのは企業風土が異なる大手ＩＴ企業がすんなりと経営統合できるのかだ。

■製品やサービスのすみ分けは今後に持ち越し

「経営やサービスの上でお互いに足並みがそろわないときは、誰が判断をして足並みをそろえていくのか」

　記者の質問に対し、出沢社長は「製品に関しては互いに“お見合い”にならないような仕組みだが、すでにやっている事業のすみ分けなどの話についてはしばらく徹底的に議論する」と回答。両社の製品やサービスの展開については統合後に決めていく、と説明したが、前途多難の印象は拭えない。ＩＴジャーナリストの井上トシユキ氏がこう言う。

「今回の統合合意は、米ＩＴ大手４社『ＧＡＦＡ』から日韓を含む東南アジア市場を死守しようという狙いがあると考えられます。協業できなければＧＡＦＡに好き放題データを取られてしまうので、何としても統合を成功させるでしょう。来年１０月の統合予定を考えると、随分と急な話なので、両社の間で互いに『何を譲り守るか』という前提については、ある程度話をしているのではないでしょうか」

　大手百貨店の「三越」と「伊勢丹」、「結果にコミットする」の「ＲＩＺＡＰグループ」など、経営統合が必ずしも大成功するとは限らない。２０２０年の東京五輪のマラソン・競歩会場の札幌変更を巡る協議で、小池百合子都知事も「ワンチーム」を連呼していたが、途中で空中分解なんて事態に陥らないか心配だ。",日刊ゲンダイDIGITAL,ソフトバンク
ヤフーとＬＩＮＥが経営統合、米国などの巨大ＩＴ企業に対抗,"
香港（ＣＮＮ Ｂｕｓｉｎｅｓｓ）　ソフトバンクは１８日、ネット企業「ヤフー」を展開する傘下のＺホールディングス（ＨＤ）がメッセージアプリの「ＬＩＮＥ（ライン）」と経営統合する計画を明らかにした。米中の強力なライバル企業に対抗するため、アジア諸国への市場拡大をにらみながら競争力を維持する必要があるとしている。

ＺＨＤの川邊健太郎社長とＬＩＮＥの出澤剛社長は同日、共同記者会見に臨み、世界的な巨大ＩＴ企業の台頭を受けて両社が危機感を共有している現状を説明した。

出澤氏は、両社が統合しても世界のハイテク市場で先頭を走る各社とは依然として大きな差があると指摘。川邊氏は、人工知能（ＡＩ）が巻き返しの鍵になるとの見方を示した。

投資家は経営統合の判断を歓迎している。１８日の東京株式市場でＬＩＮＥ株の終値は２．２％高を記録。ＺＨＤ株は１．２％高だった。

証券会社ジェフリーズのアナリスト、アトゥル・ゴヤル氏は、両社のプラットフォームが統合されれば、それぞれのサービスをユーザーに対して抱き合わせで販売することができ、収益の増加が見込めると分析。さらに「アクセスが可能なデータも格段に増え、広告主に対する交渉力も強化されるだろう」と予測している。",CNN.co.jp,ソフトバンク
伊集院光、侍J稲葉監督の選手起用に「勇気がいる」　チーム支えた職人タイプの2選手にも称賛,"
　タレントの伊集院光（52）が18日、TBSラジオ「伊集院光とらじおと」（月～木曜前8・30）に生出演。17日に行われた「プレミア12」決勝で大会連覇を狙う韓国を撃破し、同大会初優勝を果たした侍ジャパンについて語った。

　この日、番組では冒頭から「プレミア12」での侍ジャパン優勝についてトークを展開。野球好きとして知られる伊集院は「ハラハラする試合で、初回に韓国代表に3点取られて、なんとか逆転して。1点差を守って、守って、終盤、もう1点追加してなんとか、みたいな試合だった」と興奮気味に振り返った。

　続けて、日本を頂点へ導いた侍ジャパンの稲葉篤紀監督（47）の選手起用が話題へ。「考えに考えたんだろうけど、まず、一躍有名になった、足のスペシャリストである周東選手」と球界屈指の俊足を買われて侍ジャパンに初選出された周東佑京外野手（23＝ソフトバンク）を挙げた。「この人は、ホームランを打つバッターでも、もっと言えばヒットをたくさん打つ人でもなくて。大チャンスの時に、ピンチランナーで出てきて、必ず盗塁を決める」と説明し「これを日本代表に選ぶのって勇気いるのよ。（ベンチ入りの選手は）限られた人数だから」と語った。

　また、投手陣では巨人から選ばれた大竹寛投手（36）について力説。「このピッチャーは、成績的には今年もそんな派手にいいわけじゃない。安定してるピッチャーなんだけど。シュートっていう変化球を得意にしてて。実は、アメリカにはこのシュートを得意にしてるピッチャーがあんまりいない。だから、ここぞっていうときに、シュートを投げるためのピッチャー」と話した。

　その上で伊集院は「こういう選手を入れるのって、『他にこういうスター選手いるだろう』みたいになるので、まぁ勇気がいる」と職人タイプの選手を代表に入れることは難しいと持論を展開。そんな中、巧みに選手起用を行い10年ぶりの国際大会タイトルとなった侍ジャパン。「この選手を使うんだ。あえてスタープレーヤーではなくて、2つのポジションを守れる人をたくさん呼ぶことで限られた人数の中で、こうやり繰りしようっていうのをやっていた。凄かった、凄かった」と稲葉監督の采配に感心しきっていた。",スポニチアネックス,ソフトバンク
「李海珍・孫正義同盟」核心ポストにＬＩＮＥのシン・ジュンホ,"
ネイバーの李海珍（イ・ヘジン）グローバル投資責任者（ＧＩＯ）兼ＬＩＮＥ会長とソフトバンクの孫正義会長による韓日同盟が現実化した。韓日両国の最大インターネット企業のネイバーとソフトバンク子会社のＺホールディングスは１８日にＬＩＮＥとＺホールディングス間の経営統合に向けた基本合意書（ＭＯＵ）を締結したと韓日両国でそれぞれ公示した。

両社は５０対５０の出資比率で合弁会社を新たに設立した後、この会社がＺホールディングスの共同筆頭株主になるようにするという計画を出した。Ｚホールディングスは持ち株会社として傘下にＬＩＮＥとヤフージャパンを収めることになる。年内に本契約を経て２０２０年１０月までに統合手続きを完了するという目標だ。

両社はこれまで日本国内でモバイル決済などで広く知られたライバルだった。ところが協力を超えて血と肉を分け合う経営統合を約束したのだ。ネイバーが他の上場企業と組んで合弁内社を設立するのは今回が初めてだ。グローバルＩＴ巨人であるグーグル、そしてアリババ、テンセント、バイドゥに代表される中国系ＩＴ企業の浮上に対抗し、不必要な競争を中断して日本市場から平定するというのが今回のＭＯＵの短期目標だ。

経営統合作業はネイバーの李海珍グローバル投資責任者（ＧＩＯ）兼ＬＩＮＥ会長とソフトバンクの孫正義会長が直接主導して急流に乗った。李ＧＩＯは特に日本にとどまって経営統合作業を取りまとめた。彼は６月にネイバーを「（米国・中国など）巨大グローバル会社の帝国主義に対抗して生き残った企業」「最後まで抵抗した三別抄」に例えたことがある。孫会長もやはり最近になり投資実績不振とこれによるソフトバンクの業績悪化などで日本内需での過度な出血競争は避けなければならない状況だ。統合はやはり孫会長が先にＬＩＮＥ側に提案したという。

問題はだれが実質的な経営権を握るかだ。統合会社は理事会下部組織として製品とサービスを総括する「プロダクト委員会」を置く。任期３年のプロダクト委員会初代責任者（ＣＰＯ）にはシン・ジュンホ現ＬＩＮＥ代表が選任された。委員会は統合会社全体の重要製品とサービスの企画と開発、開始と廃止、資金と売り上げ予算、人員配分などを決める。５対５同数の委員会で意見が分かれた場合には最終決定権までＣＰＯが持つ。

シン代表はＬＩＮＥを日本トップのメッセンジャーに育てた「ＬＩＮＥの父」として知られる。李ＧＩＯの右腕だ。４月からＬＩＮＥの共同代表を務めている。この日午後の日本での懇談会でも「（経営に関連した意志決定は）ＣＰＯがすべての決定権を持つ」という点を明確にした。業界では「ビッグデータや人工知能（ＡＩ）関連技術でネイバーやＬＩＮＥがヤフージャパンをリードしているだけに避けられない選択」と評価する。

ＬＩＮＥ（２０７１億円）とＺホールディングス（９６４７億円）の昨年の売り上げを単純合算すれば１兆１７１８億円だ。これは日本最大手の楽天の１兆１０１４億円を超える。月１億人を超える使用者基盤もまた日本最大だ。

ＬＩＮＥはタイと台湾、インドネシアなどでメッセンジャー１位だ。東南アジア市場攻略に向けた活動範囲がさらに広くなることになる。だがこれは両社が有機的結合をしっかりすればの話だ。ウォール・ストリート・ジャーナルはこの日「日本以外の市場ではすでに既存の強者が支配的位置を掌握している」と分析した。ウェブトラフィック分析サイトのスタットカウンターによると、アジア地域でグーグルの検索シェアは９２．６４％に達する。バイドゥが２．１３％で２位だ。
一方、日本の公正取引委員会の承認を受けることも個人情報寡占化問題で容易ではない見通しだ。",中央日報日本語版,ソフトバンク
